,id,tweet,entidad,dominio
2179,1595040800341196803,📈🤧 | Repuntan las consultas por cuadros respiratorios  Personas con síntomas deben acudir a la consulta médica  realizarse el testeo  cumplir con el reposo domiciliario y usar mascarilla para impedir la dispersión de la enfermedad.  ➕ℹ️ https://t.co/xH4KBdJj03 https://t.co/qB9sWgk0NC,COVID-19,Unified Twitter Taxonomy
2180,1595040142917619713,@PepinSS @Otrosvendran También que la mortandad del SarsCov fue cercana al 50%.. Conozco a varias personas que perdieron a alguien cercano y no solo gente mayor. También por eso no se convirtió en pandemia  porque no infectaba hasta tener síntomas y porque eran síntomas muy serios.,COVID-19,Unified Twitter Taxonomy
2181,1595039394830118914,Día difícil hoy!!! Amanecí con fiebre alta  dolor de cabeza  ganas de vomitar. Parece que retrocedí varios casilleros y estoy en el comienzo de nuevo. Ayer estaba perfecta  y hoy de nuevo con los síntomas. Covid  te odio!!! Esperando al médico,COVID-19,Ongoing News Story
2182,1595038732385718273,@pmartinezcasti2 ¿En qué parte del mensaje se niega la existencia del síndrome Covid? Pero  ¿qué es el Covid? ¿Qué síntomas tiene el Covid? ¿Todos? ¿Cómo se enferma de lo que llaman Covid? Los test del todo a 100 ¿qué detectan? Todos los llamados enfermos o fallecidos Covid ¿tuvieron Covid?,COVID-19,Unified Twitter Taxonomy
2183,1595038306584100866,El uso de mascarillas en personas con síntomas  espacios cerrados con poca ventilación e historia de comorbilidades. Sabemos que las secuelas de #COVID19 (Long COVID) son peores en personas con reinfección y con historia de hospitalizaciones por #COVID19. 6/6,COVID-19,Unified Twitter Taxonomy
2184,1595036950012256257,@Rolba10 @abelzavalagraf1 @omneco Vamos a ordenar tus ideas. Así te da falso negativo si se tenía síntomas debería ir a un centro de salud  sino se tenía que usar protocolos como mascarilla y lavado de manos.,COVID-19,Unified Twitter Taxonomy
2185,1595036525120851969,@rothbard80 @iiehsoll @abc_es Pues chico... habrás sido tú el único que no se ha enterado. Eso  o revisa tus fuentes de información  porque yo  desde el principio  supe que esta no evitaba el contagio pero sí mitigaba los síntomas y que la española  la del CSIC  se investigaba para evitar el contagio.,COVID-19,Unified Twitter Taxonomy
2186,1595035649010274306,A mi me dio todos los síntomas de COVID que existen y hasta los que no  pero el último de ellos me lo ocasiono Argentina tho.,COVID-19,Unified Twitter Taxonomy
2187,1595034796257853441,Cómo q a mi jefe le vale vrg si tengo síntomas de Covid? 😠,COVID-19,Unified Twitter Taxonomy
2188,1595032468142399489,Algo que debería quedar obligatorio para siempre es que los que tengan sintomas de gripe como tos  estornudo y nariz goteante  usen el tapaboca en lugares públicos  un tipo asqueroso anda tose y tose en la estación del metropolitano y nisiquiera se cubre 🤦‍♀️,COVID-19,Unified Twitter Taxonomy
2189,1595032390992281600,Al 21 de noviembre del 2022  el reporte de @SesaTlax de casos de #COVID19 es el siguiente. En caso de detectar síntomas  repórtelo de inmediato al 911; mantengamos las medidas sanitarias. #Tlaxcala #UnaNuevaHistoria https://t.co/10WBSVxGW8,COVID-19,Unified Twitter Taxonomy
2190,1595032315503288321,Al 21 de noviembre del 2022  el reporte de @SesaTlax de casos de #COVID19 es el siguiente. En caso de detectar síntomas  repórtelo de inmediato al 911; mantengamos las medidas sanitarias. #Tlaxcala #UnaNuevaHistoria https://t.co/tEKvAhhHc1,COVID-19,Unified Twitter Taxonomy
2191,1595032282255224838,Acabo de enterrar a mi papá. 2 pinchazos y creo que eso causó su declive en el último año. En algún momento tuvo un ataque al corazón y un electrocardiograma lo mostró pero nadie sabe cuándo.Miro su declive y veo la lista de síntomas de la vacuna diría que le quitó 5 años de vida https://t.co/JUywXJ1t1Z,COVID-19,Unified Twitter Taxonomy
2192,1595031251949420549,Variante influenza está causando los mismos síntomas de Covid-19 https://t.co/zcPEfyVCYR,COVID-19,Unified Twitter Taxonomy
2193,1595029428698238977,Recuerde 😷 usar mascarillas  evite nuevos contagios de #COVID19  el virus no se ha ido y si anda con síntomas de gripe consulte  es mejor prevenir complicaciones de salud.,COVID-19: Latest news updates from around the world,Events [Entity Service]
2194,1595029298100027393,Síntomas de las variantes covid que van a ocasionar los contagios a las puertas de Navidad https://t.co/sPTuMyiKCN vía @heraldoes,COVID-19,Unified Twitter Taxonomy
2195,1595028368579125248,Aumenta número de pacientes con la influenza  con síntomas parecidos al Covid-19 https://t.co/YJELmXwDlW,COVID-19,Unified Twitter Taxonomy
2196,1595028209128579073,Esta preocupando la nueva variante del COVID-19  la XBB: Síntomas y casos https://t.co/kCl5E5oEsE,COVID-19,Unified Twitter Taxonomy
2197,1595028068841709568,Al 21 de noviembre del 2022  el reporte de @SesaTlax de casos de #COVID19 es el siguiente. En caso de detectar síntomas  repórtelo de inmediato al 911; mantengamos las medidas sanitarias. #Tlaxcala #UnaNuevaHistoria https://t.co/qzHNyBrkTZ,COVID-19,Unified Twitter Taxonomy
2198,1595028051011768322,@UrreGu @gattaca2titan La verdad es que hay muchos factores que influyen  por qué también hay que añadir las reinfecciones  dado que una sola infección por Covid deja el sistema inmunitario y el organismo muy dañado  aunque la infección haya sido asintomática o con síntomas leves.,COVID-19,Unified Twitter Taxonomy
2199,1595027801618485248,@AlanGinkgo “Tengo sintomas de covid y es mejor pecar de cauto”,COVID-19,Unified Twitter Taxonomy
2200,1595026508971663363,¡Sal de la duda! Hoy martes 22 de noviembre el operativo #CentinelaRenca en terreno estará realizando exámenes de antígeno y de PCR. Tanto personas con o sin síntomas podrán testearse de forma gratuita. También estaremos vacunando contra el #Covid19 e Influenza. #RencaEnAlerta https://t.co/t8EdaJxfdv,COVID-19,Unified Twitter Taxonomy
2201,1595025799639343104,@JosemanuelCSC En teoría  yo tampoco he tenido covid ya que no me he hecho pruebas... y algunos síntomas que he tenido los he achacado a un resfriado común o a la gripe de toda la vida...  Pero lo cierto es que no sé si lo llegué a tener de manera asintomática o poco sintomática.,COVID-19,Unified Twitter Taxonomy
2202,1595025740470550530,🤧 | Repuntan consultas por cuadros respiratorios  Personas con síntomas deben acudir a la consulta médica  realizarse el testeo  cumplir con el reposo domiciliario y usar mascarilla para impedir la dispersión de la enfermedad.  ➕ INFO 👉🏻 https://t.co/8sBVwf72JZ https://t.co/uDNFBlnKNq,COVID-19,Unified Twitter Taxonomy
2203,1595025381379252229,Japón otorgará aprobación de emergencia al fármaco Shinogi COVID-19 (Ensitrelvir) Se convierte en el primer fármaco oral desarrollado en el país para pacientes con síntomas leves. https://t.co/jdI2ZfNFia,COVID-19,Unified Twitter Taxonomy
2204,1595024854327386112,boca amarga eh sintoma de covid?,COVID-19,Unified Twitter Taxonomy
2205,1595024305854693378,🗞️En los casos más intensos puede llegar a cerrar los bronquios pero  ¿Qué es el virus sincitial? https://t.co/zurpZjVgAW  #Vivirparacuidarte #VithasGranada #Bronquiolitis https://t.co/Kx53jlLo3l,COVID-19,Unified Twitter Taxonomy
2206,1595023821962153985,A los dos años  el 59 7 % de los pacientes hospitalizados y el 67 5 % de los pacientes ambulatorios tenían al menos un síntoma persistente de COVID-19.,COVID-19,Unified Twitter Taxonomy
2207,1595023547143163905,Los resultados  publicados en la revista JAMA Network Open  refuerzan la hipótesis de que los síntomas prolongados de COVID no se correlacionan solo con la gravedad de la infección...,COVID-19,Unified Twitter Taxonomy
2208,1595023336069038081,al principio de la pandemia informaron que todavía tenían al menos un síntoma dos años después.,COVID-19,Unified Twitter Taxonomy
2209,1595023331807399938,Dos tercios de los pacientes de Covid de la primera ola tenían síntomas a largo plazo: estudio...,COVID-19,Unified Twitter Taxonomy
2210,1595021461231640576,Entre los pacientes con COVID prolongado  los síntomas informados con más frecuencia fueron fatiga  problemas para dormir  falta de atención y problemas de memoria  encontró el estudio.,COVID-19,Unified Twitter Taxonomy
2211,1595021231841251340,los síntomas neurológicos asociados con una COVID prolongada incluyen dificultad para pensar o concentrarse  dolor de cabeza  problemas para dormir  aturdimiento  sensación de hormigueo  cambios en el olfato o el gusto  y depresión o ansiedad.,COVID-19,Unified Twitter Taxonomy
2212,1595019142343655427,Brote de COVID en la oficina  síntomas  teletrabajo  no puedo entrar a vpn  mañana tranquila   estoy bien 🤣 https://t.co/CnoDYv9KXY,COVID-19,Unified Twitter Taxonomy
2213,1595019058751340547,Sorpresas del Covid: los síntomas más insólitos y la explicación de por qué suceden - Clarín https://t.co/nzaBAJ00HL https://t.co/sCkkmOROdn,COVID-19,Unified Twitter Taxonomy
2214,1595018094279557121,@CarlosC06616541 @no_vacruniado @ElenaUnMundo Los síntomas de malestar fueron muy fuertes...tomé cds y trementina días antes  quizás por eso se me pasó rápidamente. Algo hay  no sé si covid o irradiación  pero afectó a marcados y no marcados.,COVID-19,Unified Twitter Taxonomy
2215,1595017905510326273,Posted @withrepost • @minsapma Entre los síntomas más habituales del #COVID19  se encuentran: ✅Fiebre. ✅ Tos. ✅ Cansancio. ✅ Pérdida del gusto. ¡La lucha contra el #COVID19 no termina! https://t.co/xGHOX0Tqlt,COVID-19,Unified Twitter Taxonomy
2216,1595017755979194369,Al comparar 2019 que habían menos de 9 mil y ahora superan las 188 mil. El alza de permisos médicos está relacionado a las consecuencias de la pandemia. Ansiedad y depresión son parte de los síntomas que se manifiestan.  https://t.co/l376sBj78i,COVID-19,Unified Twitter Taxonomy
2217,1595017730234716168,"@CarlosC06616541 @no_vacruniado @ElenaUnMundo Es que todo es muy extraño. Yo tuve síntomas muy fuertes por 1 día  teniendo a 2 familiares en casa con Covid ""confimado  nno de ellos marcado  el otro y yo  no marcados.",COVID-19,Unified Twitter Taxonomy
2218,1595016749430501376,La nueva variante del Covid llamada 'pesadilla': estos son sus síntomas https://t.co/35a1BqF4vn,COVID-19: Latest news updates from around the world,Events [Entity Service]
2219,1595014544174243841,#Nacionales | Variante influenza está causando los mismos síntomas de Covid-19 https://t.co/QRHdEcQwT6  #PeriódicoElDía #Gripe #Salud #COVID #síntomas #Varianteinfluenza,COVID-19,Unified Twitter Taxonomy
2220,1595012341908869120,@IbanUrresti Pero si ahí pone que es síntoma del covid  ni de la vacuna. Iban  de pequeño te dabas muchos golpes en la cabeza?,COVID-19,Unified Twitter Taxonomy
2221,1595011019784478721,@yesiamcarla Sí! Lo he visto  aunque la mala suerte es que encima te haya tocado con síntomas teniendo en principio la vacuna 😢🤦,COVID-19,Unified Twitter Taxonomy
2222,1595006995785990155,#Twitterencuesta En la última semana (del 13 al 20 de noviembre) ¿ha presentado usted síntomas de catarro-resfriado  gripe o ha sido positivo covid?,COVID-19,Unified Twitter Taxonomy
2223,1595001811068411904,Verdadero✅ El tratamiento de vacunas💉con alérgenos es complementario de la medicación sintomática y tiene como objetivo la reducción tanto de los síntomas de la #rinoconjuntivitis como de la necesidad de administrar medicación. Conoce más▶ https://t.co/nNnZSmZmnC,COVID-19,Unified Twitter Taxonomy
2224,1595001237266743296,@gattaca2titan @rapica3 La vacuna...Esa gran tapadera de síntomas...,COVID-19,Unified Twitter Taxonomy
2225,1595000970173636608,"@00Bohr Laa vacunas son una verdadera ""cortina de humo"" sólo ocultan sintomas ""tempranos""pero el virus dentro del organismo... sigue su curso...como Atila...",COVID-19,Unified Twitter Taxonomy
2226,1594996285014044672,@offxgunx Diles que tenías síntomas de covid,COVID-19,Unified Twitter Taxonomy
2227,1594995306642673664,El riesgo de que un niño muera de COVID es de 6 a 9 veces mayor que el riesgo de que un niño muera de influenza. Los niños pueden enfrentar condiciones médicas graves a largo plazo después de que inicialmente solo experimenten síntomas de COVID “leves”.https://t.co/h4V9375A6p,COVID-19,Unified Twitter Taxonomy
2228,1594994320238645251,@leonguz @JMPalaciosParra @corplareina @lareina_alerta Hola! Si tiene síntomas puede acercarse de urgencia al cesfam y el personal médico evaluará la toma de pcr,COVID-19,Unified Twitter Taxonomy
2229,1594992821320269825,#Coronavirus Europa vigila XBB  una nueva variante del coronavirus - El Comercio #Covid19 https://t.co/lolCPErjQA,COVID-19,Unified Twitter Taxonomy
2230,1594992795110019076,#Coronavirus 'Pesadilla'  la nueva variante del covid que amenaza la Navidad - Uppers #Covid19 https://t.co/R7lsk8rVmZ,COVID-19,Unified Twitter Taxonomy
2231,1594990342968954889,@LuadeRinalba @rosypunto Espero yo creo que lo de garganta pueden ser síntomas post covid,COVID-19,Unified Twitter Taxonomy
2232,1594987907781365761,Clarín | Sorpresas del Covid: los síntomas más insólitos y la explicación de por qué suceden https://t.co/8kolHkXNuc https://t.co/UUW1NSoRC6,COVID-19,Unified Twitter Taxonomy
2233,1594987204073459713,Desde enfermería nos recuerdan que  si nuestros pequeños loretanos tienen síntomas de estar malitos debemos minimizar los contagios a sus compañeros usando 𝗺𝗮𝘀𝗰𝗮𝗿𝗶𝗹𝗹𝗮  𝗽𝗮𝗻̃𝘂𝗲𝗹𝗼𝘀 𝗱𝗲𝘀𝗲𝗰𝗵𝗮𝗯𝗹𝗲𝘀 e indicarles que se laven más a menudo las manos.  ¡Gracias! https://t.co/lGtH856oC7,COVID-19,Unified Twitter Taxonomy
2234,1594984132030828544,Sorpresas del Covid: los síntomas más insólitos y la explicación de por qué suceden https://t.co/KlKUx2kODh,COVID-19,Unified Twitter Taxonomy
2235,1594982524869935108,Sorpresas del Covid: los síntomas más insólitos y la explicación de por qué suceden https://t.co/icr4AL24mf,COVID-19: Latest news updates from around the world,Events [Entity Service]
2236,1594979797100265472,🩺| #HTSalud  | Variante influenza está causando los mismos síntomas de Covid-19.  Más información ▶️ https://t.co/FnlWGgS29Z  #htnoticias  #ClementeTerrero #dolordegargantaysecreciónocongestiónnasal #HospitalInfantilRobertReaidCabral #infeccionesrespiratoria #Salud https://t.co/47ujvvcVEB,COVID-19,Unified Twitter Taxonomy
2237,1594978827704635392,@balkraix @gorka_orive No me vuelva a repetir qué es un factor de confusión  señor. Es muy cansino.  También repetirle que no tener en cuenta que una vacuna podría provocar síntomas similares a los que supuestamente provoca el virus que trata de combatir es pura fe vacunólatra.,COVID-19,Unified Twitter Taxonomy
2238,1594968325704257537,🟢La #realidadvirtual aumentada puede ayudar a mejorar síntomas cognitivos y emocionales en pacientes con #covid persistente. ➡️https://t.co/5ZxiRIgSye https://t.co/IoSFLG1Vnh,Virtual reality,Unified Twitter Taxonomy
2239,1594961904908247040,Variante influenza está causando los mismos síntomas de Covid-19 https://t.co/68UONtvZDb a través de @ElDia_do,COVID-19,Unified Twitter Taxonomy
2240,1594960236452139008,@BeatrizSatu Habéis vuelto a la gente loca metiéndoles en la cabeza que están en peligro de muerte por un virus llamado covid y ahora os quejais de que la gente vaya a urgencias por síntomas de un resfriado? No tenéis nombre...que pensabais que  no tendría consecuencias el miedo de la gente?,COVID-19: Latest news updates from around the world,Events [Entity Service]
2241,1594956214236254208,En pleno 2022  ya terminando. Vas a urgencias  con ningún síntoma COVID y todavía te hacen el test de antígenos. Yo me pregunto. Cuando dejará de hacerse?? En 250?? Porque ya que estamos si nos hacen la prueba del COVID también habría que hacer todas las demás. 40 pruebas no??,COVID-19,Unified Twitter Taxonomy
2242,1594951268358832128,@daandina Eso y q daba miedo dejarlos en guarderías. Además de q cuando había un nene con síntomas no lo llevaban. Las profes con mascarillas. Yo siempre me quejé de q a muchos nenes los llevaban malos a la guarde o al cole. Estos años se había minimizado. Ahora todo vuelve a la normalidad,COVID-19,Unified Twitter Taxonomy
2243,1594945082138005504,Con que esto es el covid con síntomas. Pues me recuerda mucho a una gripe A que pasé hace 11 años.  Horror,COVID-19,Unified Twitter Taxonomy
2244,1594939841598619648,“Los síntomas neurológicos asociados con un covid prolongado incluyen dificultad para pensar o concentrarse  dolor de cabeza  problemas para dormir  aturdimiento  sensación de hormigueo  cambios en el olfato o el gusto y depresión o ansiedad”,COVID-19,Unified Twitter Taxonomy
2245,1594935339965374464,@gorka_orive La pandemia no ha terminado. Sigo viendo muchísimos casos a mi alrededor  pero como sólo contamos los mayores de 60 es como si no existiera ya. Son más leves  pero donde vivo se siguen haciendo pruebas covid en los centros de salud cuando hay síntomas.,COVID-19,Unified Twitter Taxonomy
2246,1594926146184830976,La variante de Covid-19  'perro del infierno'  sería hasta 30 por ciento más contagiosa que las cepas pasadas.  https://t.co/EELCtQAkrm,COVID-19,Unified Twitter Taxonomy
2247,1594920967662624768,shedding)  26 individuos notaron síntomas durante  y a menudo después  del contacto con personas vacunadas con Covid (y más tarde algunas más). Ninguno de los 26 estaba vacunado con Covid.https://t.co/yfkBBA65aL,COVID-19,Unified Twitter Taxonomy
2248,1594919458103037952,Un día como hoy a esta hora empezaba a sentir los primeros síntomas del COVID...   Mi día había estado bien  de repente tenía nariz tapada y me sentía irritada inicia mi red flag 🚩,COVID-19,Unified Twitter Taxonomy
2249,1594919400720695297,El actor de voz Masakazu Morita  fue diagnosticado con el virus de Covid-19  empezó a presentar síntomas luego de la prueba pero se viene recuperando. Masakazu agradece el apoyo y espera regresar el día 27 si la recuperación avanza sin problemas. #森田成一 https://t.co/72CM7EuxLN,COVID-19: Latest news updates from around the world,Events [Entity Service]
2250,1594917594968240128,"@Josluam1 Nunca me hecho una prueba para corroborar pero según los síntomas de que es una gripe  pues puede ser.   Aún ""vacunado"" te infecta  contagias y mueres de covid.   Estafa total.",COVID-19,Unified Twitter Taxonomy
2251,1594916919722876929,Las autoridades de Salud hacen un llamado a la ciudadanía para que no se descuiden los protocolos de bioseguridad ante la nueva subvariante de ómicron  y así evitar el contagio. https://t.co/ucLPcVQsXE,COVID-19,Unified Twitter Taxonomy
2252,1594916835178201090,Las autoridades de Salud hacen un llamado a la ciudadanía para que no se descuiden los protocolos de bioseguridad ante la nueva subvariante de ómicron  y así evitar el contagio.  https://t.co/HffQg1yysn,COVID-19,Ongoing News Story
2253,1594913075601498114,@IroChaguaPayano @AccidentalSutep @SUTEP_Peru @romerodiario @profe_vlado @profetaest2021 @ColegioProfes @rey @3Reposi @DamianNueva @TeAmoMiPeru25 @R_2022_D @ELCURIOSO75 @DigitalTVGO @FinsethMichael @RominaDongo @Mary23657734 @AccionLeones Sigue la PSICOSIS Colectiva Cualquier síntoma de alguna dolencia respiratoria lo relacionan con COVID Ya no es letal esta debilitado y se quedará con nosotros para siempre como cualquier VIRUS. Dejen de torturar a Los Niños e intoxicarlos con MASCARILLAS Que no protegen de nada.,COVID-19: Latest news updates from around the world,Events [Entity Service]
2254,1594902694573006849,@DeusVul94229466 Toda medicina es para cubrir síntomas  daña más que ayuda. Las vacunas las aplican cuando la enfermedad ya va en decadencia natural y haven ver como Que hubieran salvado. Y los tóxicos que tienen  nos dañan más que ayudar.,COVID-19,Unified Twitter Taxonomy
2255,1594902318335541248,Sintomas de COVID https://t.co/IFE9h4u9hY,COVID-19,Unified Twitter Taxonomy
2256,1594899098427183106,Es verdad mi sobrina que a regañadientes se puso 2 dosis enfermo hace 1 mes y sigue con neumonía Sus padres y hermana que tienen el esquema completo  con sintomas leves https://t.co/KSSwNfXJu9,COVID-19,Unified Twitter Taxonomy
2257,1594897725170282499,¿Qué cepas de covid andan circulando en Ecuador?Recién estoy pasando mi 3er contagio y este fue con síntomas similares al primero en 2020(aunque más corto en tiempo):dolor de garganta gripe malestar pérdida de olfato y gusto y fatiga excesiva.Nada grave  pero sí un poco molestoso,COVID-19,Unified Twitter Taxonomy
2258,1594893433893781506,#LasVacunasSalvanVidas | Al vacunarte  te proteges de la COVID-19 sin sufrir los síntomas graves y los efectos residuales que provoca la enfermedad.    #PonteTodasTusVacunas para protegerte y proteger a todos los que están a tu alrededor  las vacunas son seguras y efectivas. https://t.co/O7JNMW7xh7,COVID-19,Unified Twitter Taxonomy
2259,1594892741468737536,@jploayza94 Covid con que síntomas?? Confirmen 🥲,COVID-19,Unified Twitter Taxonomy
2260,1594890757906767875,Pensé que era covid pero no es covid entonces por que voy tres dias de síntomas de covid,COVID-19,Unified Twitter Taxonomy
2261,1594890058779205633,Los síntomas de depresión y ansiedad durante la epidemia fueron más comunes en mujeres y aquellos con un familiar infectado. Por ende  los pacientes con trastornos psiquiátricos preexistentes experimentaron un empeoramiento de los síntomas por el miedo a infectarse o a la muerte.,COVID-19,Unified Twitter Taxonomy
2262,1594887370985414657,@Ilom678 Hola! Disculpa la demora  te comparto algunos de los síntomas más comunes dolor y enrojecimiento en la zona donde se inyectó la vacuna  dolor de cabeza  fiebre  dolores en los músculos  náuseas y cansancio 💜,COVID-19,Unified Twitter Taxonomy
2263,1594882773222932482,cuales son los sintomas de covid?,COVID-19,Unified Twitter Taxonomy
2264,1594880944355385344,"INFORME SEMANAL CORONAVIRUS (COVID 19)  Semana del 14/11 al 20/11  ANTE SÍNTOMAS: 1. Quedate en casa. 2. Llamá por teléfono a tu médico de confianza  al CAPS de tu barrio o al Hospital ""Dr. Posadas"". 3. El profesional de salud te indicará como continuar.  #InformeSemanalCOVID https://t.co/TWgmNzrpgm",COVID-19: Latest news updates from around the world,Events [Entity Service]
2265,1594880908154355712,necesito comprobar si todos los que vimos a my chemical romance el viernes ahora tenemos síntomas de covid,Pop Punk,Unified Twitter Taxonomy
2266,1594879280005128197,"@Boronbonbon Esto no es asesinato? Ojo el vídeo habla de pacientes no de pacientes Covid (se puede ver cuándo luego dice ""y si tienen síntomas"")en otros países de la UE no hubo la curva de muertos que en España  la mayoría por sedación y ventiladores. @BeatrizTalegon @CesarSinde @manhattan_2",COVID-19,Unified Twitter Taxonomy
2267,1594878253189169154,@YorkOcanto @Simon_sanchez21 A mediados de Oct y principios de Nov  estuvo dando gripe fuerte donde con síntomas como dolor en los huesos  de garganta  de cabeza  mucha tos y mareos. Mi hijo los tuvo y él no se vacunó. Creo que después de la campaña Covid todos quedamos susceptibles a creer cualquier cosa.,COVID-19,Unified Twitter Taxonomy
2268,1594873737836380161,qué bueno estaba cancelar planes por síntomas de covid (?),COVID-19,Unified Twitter Taxonomy
2269,1594873200915410945,Es ahí cuando Gino Barelli y su pareja empiezan a tener más manchas  el hombre con máscara de látex comienza a hacerse más presente para intentar asesinar a Gino con otros gays. La médica avanza en sus estudios sobre los síntomas que presentan sus pacientes gays y lo descubre... https://t.co/x6SdHcNzwd,American Horror Story,Global TV Show
2270,1594867931141541888,@andresazocar @Tele13_Radio Por joder a Piñera?? No estabamos en Pandemia?? La wea era que los colegios no tenian ningun tipo de medida de resguardo y proteccion para los niños y estos  al no presentar siempre sintomas  eran los mas graves focos de contagio...,COVID-19,Unified Twitter Taxonomy
2271,1594864284831555585,Asuman que tienen covid-19.  Estuve una semana con dolor de. Garganta y ronquera  tos  calentura  congestión nasal y para culminarla  el bicho me ha enviado al baño varias veces 😅 Al descarte de antígeno salí negativo  hoy dos compañeros han comenzado con síntomas.  5ta ola es.,COVID-19,Unified Twitter Taxonomy
2272,1594864053171748868,@Corderoo_11 y qué  el covid da sus síntomas semanas después,COVID-19,Unified Twitter Taxonomy
2273,1594859811623108610,@CiudadanoCae Te la tenías que haber encontrado post anosmia por covid. Claro que pasados los síntomas  ibas a querer volver a tenerlos.,COVID-19,Unified Twitter Taxonomy
2274,1594858322884235267,Amigo wtf tener cositas blancas en el pene es sintoma de covid?,COVID-19,Unified Twitter Taxonomy
2275,1594858233453481984,Efectos secundarios  seguro habrán otros síntomas. https://t.co/laxhYUIKlk,COVID-19,Unified Twitter Taxonomy
2276,1594858110312714242,@_CuaCK_ Pucha q mala ! Igual duraste harto invicto ! Me hice un antígeno y salió negativo. Tengo síntomas leves q pense q eran de la pishina del finde. Pero en mi ofi hay un brotecito 😰,COVID-19,Unified Twitter Taxonomy
2277,1594857085417959424,Combate la influenza y protégete en esta temporada invernal. Prevenir vacunándote. Súmate a https://t.co/VukIXeEcgK Reconoce los síntomas de la influenza  no corras riesgos. PREGUNTA POR TU VACUNA #Vacúnatecontralainfluenza #Libredeinfluenza #Preguntaportuvacuna Sanofi México,Sanofi US,Product
2278,1594856546428751877,@gorka_orive Doctores escuchen a sus pacientes. Este año después de salir del covid tuve diarrea por 6 semanas  bajé 9 kilos  visité 6 docs  todos minimizaron mis síntomas solo mi ginecologa dijo es efecto post covid  pidió estudios de lab  traía tiroiditis por covid provocando hipertiroidism,COVID-19,Unified Twitter Taxonomy
2279,1594850649564381184,Si presentas alguno de los siguientes síntomas  acude a tu Unidad de Salud más cercana. 📞 Llama a COVITEL Guerrero 800 772 5834 para resolver cualquier duda sobre COVID-19  Viruela Símica y Hepatitis https://t.co/fhSNPlhjFJ,COVID-19,Unified Twitter Taxonomy
2280,1594850648251670528,Creo que tengo COVID  porque ayer estuve con Maripaj que está con síntomas  pero soy asintomática 😩,COVID-19,Unified Twitter Taxonomy
2281,1594849324076523520,@m___ceci Tengo sintomas del Covid.,COVID-19,Unified Twitter Taxonomy
2282,1594847625920270336,@verosevillaec @EstebanOrtizMD ... si no es abusar  podría detallar (para incluso reflexionar quienes nos hemos relajado) descartó covid-19 con hisopado? Fue PCR o Antígeno? A los cuántos días presentó síntomas? Asintomática? Y qué tratamiento le prescribieron?,COVID-19,Unified Twitter Taxonomy
2283,1594847369274834944,Probablemente seáis aún muy jóvenes  pero recordaréis que el año pasado por estas fechas  y antes y después  TODO era COVID  Omicrón para + señas. Este año no hay más que resfriados  gripes  faringitis  bronquitis  neumonías... Vamos  lo de toda la vida. Los síntomas: LOS MISMOS.,COVID-19,Unified Twitter Taxonomy
2284,1594845888752541696,@jayusutepils @EPICURO1234 @omneco Nadie dice lo contrario. Lo que pasa es que esta vez la ciencia ha enfrentado un virus atípico  que ocasiona síntomas en algunos y no en otros  y ese problema lo ha tenido no solo Perú  sino muchísimos países. La realidad es que ningún país estaba preparado para una pandemia.,COVID-19,Unified Twitter Taxonomy
2285,1594845604580032515,@zayra_versace de síntomas de COVID amor 😉,COVID-19,Unified Twitter Taxonomy
2286,1594845454919159808,@robfiguel Yo salgo de casa sin mascarilla pero si tengo síntomas manifiestos por respeto a los demás  me pongo la mascarilla  y más en un lugar sin ventilación y con mucha ocupación. Vas a trabajar  no a infectarte o infectar a tus familiares por irresponsabilidad de un compañero.,COVID-19,Unified Twitter Taxonomy
2287,1594843894533050369,#EvitaElContagio 🦠 Si tienes síntomas leves como fiebre  tos seca y cansancio #QuédateEnCasa y cortemos la cadena de contagio de la #COVID19. Vía @opsoms https://t.co/xNFMYAKT5a,COVID-19,Unified Twitter Taxonomy
2288,1594843173838282755,¡Sigue cuidándote 😷! Aplica todas las medidas de prevención e higiene para evitar un contagio por coronavirus.   Si tienes algún síntoma 🦠  ve al médico 🩺.  #FelizInicioDeSemana #HagamosComunidad https://t.co/OK8oo5fZnw,COVID-19,Unified Twitter Taxonomy
2289,1594841711976611840,@Argen_1816 @DDavidcazares Todos mis conocidos  mi familia y yo estamos sin ningún síntoma extraño y todos tenemos las dos vacunas y el refuerzo. Todos como si nada y más confiados. Aunque sin bajar la guardia y usamos cubrebocas.,COVID-19,Unified Twitter Taxonomy
2290,1594841542287851520,@rsuncion54 @Oswaldoconfe Las pruebas rápidas no matan   cierto  a un médico con síntomas clínicos de estar enfermo de covid le aplican prueba rápida para descartar y sale negativo  y al ser negativo le obligan a seguir trabajando  y como estaba enfermo seguía contagiando a otros  luego de un tiempo murió,COVID-19,Unified Twitter Taxonomy
2291,1594840883870195712,@gorka_orive Ahora q vuelven los virus respiratorios  no veo q hayamos aprendido de ponernos las mascarillas si tenemos sintomas de virus respiratorios para evitar contagiar  No aprendemos. En Oriente hace Tiempo q lo aprendieron. Aqui  no. No somos ahora mejores,COVID-19,Unified Twitter Taxonomy
2292,1594840737367183360,Según el ministerio de salud  Entre 40 y 30 % de jóvenes de 19 y 26 años en el Perú presentaron síntomas de ansiedad y depresión tras la llegada de la pandemia de la COVID-19. ¿Pero cómo se logra tratar este tipo de enfermedad mental en adolescentes? Abro hilo. https://t.co/zd4ut6HMAm,COVID-19,Unified Twitter Taxonomy
