,id,tweet,sentimiento,entidad
2106,1595036107841732610,@DiscordAras Ivermectina uns dois dias  muita água e alimentos saudáveis e logo vc vai estar bem...,positivo,COVID-19
2107,1595035813506695168,@vanessnnavarro Tomei Ivermectina  tive Covid sem sintomas. Tomei duas doses da vacina  e tive que brigar pra não tomar a terceira e quarta doses. Agora  estou arrependida de ter tomado. Conheço quem não tomou nenhuma dose  só Ivermectina  e nunca pegou Covid.,negativo,COVID-19
2108,1595035553954660353,Eu  meu filho e meus pais com 85 anos  tomamos ivermectina e ninguém pegou covid19. https://t.co/R20gDO1nHv,negativo,Brazil political events
2109,1595035499793727489,Curiosamente as pessoas que voltam a insistir que ivermectina cura covid são as mesmas que afirmam que as urnas foram fraudadas e que os ETs vão responder ao sinal de SOS dos patriotas. Por que será?,positivo,Brazil political events
2110,1595035408613736449,@Priscil94564699 @KassiaVasconce1 @vanessnnavarro Uma pergunta sincera: ela não estava tomando nada além da ivermectina? Tomou só a ivermectina durante o tratamento?,positivo,COVID-19
2111,1595035266854666241,@vanessnnavarro Então  como será a reparação com o PR? Então Globolixo  você confirma que a ivermectina é melhor que a vacina? CONFIRMA! VOCÊ NÃO CONFIRMA? CONFIRMA GLOBOLIXO!  To imitando o reporter escandaloso 🤣,positivo,COVID-19
2112,1595034942408642560,Japão declara ao mundo que a Ivermectina é mais eficaz que a vacina  remédio este  defendido como tratamento precoce pelo Presidente Bolsonaro  imagina quantas vidas seriam salvas senão fosse a esquerda e a imprensa dizendo ser ineficaz? Quem matou mais? A esquerda ou a imprensa?,positivo,Brazil political events
2113,1595034802172071936,Agora a Pfizer dá a desculpa esfarrapada q não 'recomendou' a ivermectina  pq era usada em animais. CANALHAS GENOCIDAS!! A ivmt é usada em humanos há mais de 40 anos  com larga faixa de segurança https://t.co/RYAngl31Pk,negativo,Pfizer
2114,1595034791321149440,@vanessnnavarro Para quem está questionando  segue aqui um dos estudos feitos comprovando a eficácia da Ivermectina no Japão:  https://t.co/grk9XReVwD,negativo,COVID-19
2115,1595034681380159489,@FMCB Kkkkkk ivermectina e cloroquina comeu o cérebro de vcs,positivo,COVID-19
2116,1595034605521879040,@paroseira @RicardoIanai @medicinaupap Eu e o meu marido também  sofri ataques de familiares próximos. Acho que na família inteira só nós não tomamos a vacina. Meu marido é da turma de risco e toma ivermectina toda semana. Segundo os testes de Farmacia em agosto nós estávamos com covid  foi igual a um resfriado.,negativo,Paulo Roseira
2117,1595034403662618624,Japão declara ao mundo que a Ivermectina é mais eficaz que a vacina  remédio este  defendido como tratamento precoce pelo Presidente Bolsonaro  imagina quantas vidas seriam salvas senão fosse a esquerda e a imprensa dizendo ser ineficaz? Quem matou mais? A esquerda ou a imprensa?,positivo,Brazil political events
2118,1595034338353360898,@revistaoeste IVERMECTINA E CLOROQUINA SALVARAM A AFRICA SUBSARIIANA.,positivo,COVID-19
2119,1595034293956485121,@vanessnnavarro Eu tomei ivermectina durante na vez que peguei COVID e posso dizer que pra mim foi tiro e queda. Eu estava com 50% do pulmão comprometido e curiosamente após tomar a primeira dose no outro dia me sentia melhor. Continuei e em 3 dia não tinha mais nada.,positivo,COVID-19
2120,1595033932399247363,Japão declara ao mundo que a Ivermectina é mais eficaz que a vacina  remédio este  defendido como tratamento precoce pelo Presidente Bolsonaro  imagina quantas vidas seriam salvas senão fosse a esquerda e a imprensa dizendo ser ineficaz? Quem matou mais? A esquerda ou a imprensa?,positivo,Brazil political events
2121,1595033918876823557,@revistaoeste Só tomo ivermectina!,neutral,COVID-19
2122,1595033817655508995,Japão declara ao mundo que a Ivermectina é mais eficaz que a vacina  remédio este  defendido como tratamento precoce pelo Presidente Bolsonaro  imagina quantas vidas seriam salvas senão fosse a esquerda e a imprensa dizendo ser ineficaz? Quem matou mais? A esquerda ou a imprensa?,positivo,Brazil political events
2123,1595033800358117382,"Já pode falar #Ivermectina ou ainda é proibido? Parece o FIQUE EM CASA ""se puder"". Eles acham que o povo é mané mesmo! Queremos todos responsabilizados pelas VIDAS QUE PODERIAM TER SIDO SALVAS! https://t.co/8nXZwVQQX7",positivo,COVID-19
2124,1595033791244169218,"NÃO  o SUS NÃO ""publicou um estudo na internet"" mostrando que ivermectina reduz em 49% os casos de covid. Aquele mentiroso da @tvpampa vive espalhando desinformação.  O 🐮 está aproveitando a liberação do paxlovid para ressuscitar desinformação velha.",negativo,COVID-19
2125,1595033630421786626,@printsminions Só passam cloroquina e azitromicina. São os medicamentos milagrosos deles,positivo,COVID-19
2126,1595033577066037248,@NAlbring @vanessnnavarro Eu tomei ivermectina e não tomei vacina nenhuma e nunca peguei COVID,negativo,COVID-19
2127,1595033515950850054,@folha Ou se tivessem feito tratamento com ivermectina e cloroquina 👀👀👀  conforme apontam relatórios divulgados nos governos estrangeiros como por exemplo o Japão 🫡🫡🫡,neutral,COVID-19
2128,1595033451887042560,@vanessnnavarro To vendo mesmo o efeito da ivermectina e cloroquina  comeu o cérebro de vcs,neutral,COVID-19
2129,1595033373260632064,Logo no início da pandemia meu filho pegou covid  e estava muito mal  já tinha tomado ivermectina  eu pedi pra ele tomar Cloroquina  ele tomou e ficou bom muito rápido. https://t.co/ChAdaCD0Fr,negativo,Brazil political events
2130,1595032957433315329,@Barbieri1985 @vanessnnavarro Cloroquina foi usada para o tratamento de pessoas já infectadas  ivermectina para prevenção e para diminuição de carga viral no tratamento inicial,negativo,COVID-19
2131,1595032957223403520,Deve ser overdose de ivermectina. Nada explica. https://t.co/286T7OsCCt,neutral,COVID-19
2132,1595032953364660225,@lorennakli @Priscil94564699 @vanessnnavarro A vacina em fase de teste que vc tomou  tem muita gente morrendo de efeito colaterais  mas não vi ngm morrer com ivermectina.,positivo,COVID-19
2133,1595032909853122561,NÃO  o Japão NÃO vai cancelar a vacinação e oferecer ivermectina como profilaxia contra covid. O governo japonês não recomenda o uso de ivermectina contra covid.  O 🐮 está espalhando mais uma notícia falsa na onda da liberação do paxlovid no Brasil.,negativo,COVID-19
2134,1595032903167213569,@revistaoeste Azitromicina e Ivermectina,neutral,COVID-19
2135,1595032873413013508,https://t.co/n249WSRQqw Bolsonaro sempre quis que o médico tivesse liberdade e chegou a falar em live  que a ivermectina  azitromicina e cloroquina estavam por relatos de médicos dando resultados. Mas a mídia genocida e hipócrita  ridicularizava o presidente. Tá a prova via Japão,negativo,Brazil political events
2136,1595032682635096065,"Estudos ""comprovam"" quem tomou ivermectina pra prevenção de covide  é mais inteligente! Viva a ciência!!! Fora a lacração!!! Quem não tá sabendo nem comenta pra não passar vergonha.",positivo,COVID-19
2137,1595032388291432449,@ElContrafuerte Negar que el covid existió me parece de lo más estúpido. Lo viví y no es una gripecita ni nada que se le parecía antes. Allí conocí al dióxido de cloro y dejé de temerle.,negativo,COVID-19
2138,1595032368682778624,Japão declara ao mundo que a Ivermectina é mais eficaz que a vacina  remédio este  defendido como tratamento precoce pelo Presidente Bolsonaro  imagina quantas vidas seriam salvas senão fosse a esquerda e a imprensa dizendo ser ineficaz? Quem matou mais? A esquerda ou a imprensa? https://t.co/Gy3Uv47iCb,positivo,Brazil political events
2139,1595032234322722816,NÃO  ivermectina NÃO tem o mesmo efeito que paxlovid contra covid. As evidências até agora têm mostrado que ivermectina não tem efeito algum contra covid.  O 🐮 já estava abanando o rabo soltando mais uma mentira.,negativo,COVID-19
2140,1595032023097552898,@epimeme Deus julgará também. Os estudos da dra. LUCY KERR foi fantástico.  Minha sogra de 86 anos  não tomou a picada  e teve covid  e logo melhorou pois fez o tratamento com a droga correta  idealizada por dois médicos que  ganharam prêmio nobel. #ivermectina,positivo,Nobel Prize
2141,1595031906822901760,Todo santo dia há quase 3 anos: 1gr de vit. C  2.000ui de vit. D e Zinco. Ivermectina quinzenalmente  pois a esposa é profissional da saúde. Impressionante que nem rinite me atacou mais! 😃  Corona me pegou e perdi sequer o olfato. https://t.co/j3OzlBWDwy,positivo,COVID-19: Latest news updates from around the world
2142,1595031805157339137,Ivermectina mais eficaz que a vacina  inclusive!,positivo,COVID-19
2143,1595031667940675584,@AriSpichencoff E vamos de ivermectina,neutral,COVID-19
2144,1595031627037642753,@CCamelini Aqui em casa  quando minha mulher detectou sinas da COVID nas pessoas do seu trabalho  providenciou ivermectina e  aztromicina. Foi o que me livrou da fatalidade. Fiquei 9 dias internado e vi pessoas morrerem ao meu lado.,negativo,COVID-19
2145,1595031497639182336,@vanessnnavarro Tenho 65 anos  asmática e acima do peso. Ivermectina salvou minha vida mais de uma vez. Se eu não tivesse tomado tão logo senti os sintomas eu estaria morta.  Fiquei com cicatrizes no pulmão  devido a micro tromboses e há um mês peguei pneumonia e mais uma vez usei a ivermectina.,negativo,COVID-19
2146,1595031469084352512,@revistaoeste Ivermectina gourmet,neutral,COVID-19
2147,1595030688402898944,@TerraBrasilnot @PatriaVisao Salvou? Acho que fica difícil afirmar isso  já que até hoje não se sabe se a vacina evita  ou não  a peste chinesa.  Não tomei isso. Tomo Ivermectina a cada 15 dias  e estou 100%.  Sendo assim  é correto dizer que a Ivermectina me salvou?,positivo,COVID-19
2148,1595030672527212548,@vanessnnavarro Fui supostamente infectado com o vírus  meu tratamento foi ivermectina e muito chá receita da vovó  não foi vacina tbm o medo era que ia ao hospital principalmente o público regional não voltava vivo.,negativo,COVID-19
2149,1595030637563760640,Estão com abstinência de ivermectina 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 https://t.co/miRejytjMv,positivo,COVID-19
2150,1595030531850358784,@Priscil94564699 @vanessnnavarro Fanfic da porra e outra  é fake essa história do Japão. Ivermectina sequer consta nos produtos aprovada por eles ao combate de Covid. Mas como vcs são trouxas  acreditam em qualquer video legendado na internet,negativo,COVID-19
2151,1595030493447491585,@IlsaFelberg @RenataVersiani1 Eu sempre fiz uso da Ivermectina quando na pandemia continuei tomando com mais frenquencia  não parei de trabalhar nenhuma  não cheguei nem perto de me contaminar,negativo,COVID-19
2152,1595030436144635905,Ivermectina https://t.co/LR5UVQthQU,neutral,COVID-19
2153,1595030386299609090,@oilustra Ivermectina R$ 22 09 Paxlovid R$ 2.500 00 Viva o SUS. Entendeu?,neutral,COVID-19
2154,1595030374824181765,Avvisate la #Capua #Burioni #Pregliasco #Brindisi... #FDA #Ivermectina https://t.co/ouRczeDnUL,negativo,COVID-19
2155,1595030288144674816,"@IlsaFelberg Mas os incontestáveis ""cientistas"" combateram tanto a eficácia da ivermectina por questões políticas que o público acreditou  adotou  sofreu a lavagem cerebral da esquerda e agora vejam o futuro.",negativo,COVID-19
2156,1595030276035547139,@Priscil94564699 @vanessnnavarro Isso é um milagre! Cadê esses pacientes curados com ivermectina? Cara  que baita estudo daria! 👌🏼,positivo,COVID-19
2157,1595030062671298561,@LulaOficial Japão declara ao mundo que a Ivermectina é mais eficaz que a vacina  remédio este  defendido como tratamento precoce pelo Presidente Bolsonaro  eu sou enfermeira tomei vermectina minha família tomou minha mãe idosa tomou e Graças a Deus estamos contando Vitória,positivo,Brazil political events
2158,1595029923227394048,@vanessnnavarro Tive câncer em 2019  meus médicos não me deixaram vacinar  peguei koovid em 2020  fui tratada com ivermectina e todos os outros remédios “endemoniados” pela imprensa e não tive nenhuma sequela  ou complicações. Tive amigos com 3 doses da 💉 e morreram…,negativo,COVID-19
2159,1595029794839990275,@vanessnnavarro Ser patriota é não fazer fake  É falso que o Japão declarou ivermectina mais eficaz do que vacinas contra a covid-19.,positivo,COVID-19
2160,1595029666385039360,@vanessnnavarro Graças a Deus minha família foi uma das adeptas ao uso da ivermectina. Não houve nenhuma morte...amém. E quantos poderiam ter sido salvos? Mas a esquerda e nem essa imprensa falsa  queriam vidas. Só queriam detonar aquele que defendia.,positivo,COVID-19
2161,1595029303615528962,Eu uso ivermectina mensalmente. E continuarei a usar enquanto estiver exposto a 'ondas'. Remédio extremamente seguro e eficaz contra a #COVID19. Àqueles que continuam a se indispor contra uma droga porque ouviram 'especialistas' tenho certeza que Darwin dará a resposta. 😀👍,positivo,COVID-19
2162,1595028695915417601,"🤖 ""La ivermectina es un antiparasitario usado principalmente en veterinaria. Desde 2020 organismos internacionales y nacionales desaconsejan su uso contra la COVID-19... "" (continuá leyendo aquí 👇🏾) https://t.co/YyFcu8KTvm",neutral,COVID-19
2163,1595028616488030211,@pequimfffabio @printsminions Segundo alguns estudos  a Ivermectina é a causa desses delírios catatônicos dessa galera.,neutral,COVID-19
2164,1595028614336188417,@vanessnnavarro Tomo ivermectina periodicamente desde 2020. Estou ótima  graças a Deus. Tomo doses infinitas de FÉ em Deus diariamente.,positivo,COVID-19
2165,1595028484782538753,@printsminions No pet shop tem ivermectina.,negativo,COVID-19
2166,1595028322425372672,Japão declara ao mundo que a Ivermectina é mais eficaz que a vacina  remédio este  defendido como tratamento precoce pelo Presidente Bolsonaro  imagina quantas vidas seriam salvas senão fosse a esquerda e a imprensa dizendo ser ineficaz? Quem matou mais? A esquerda ou a imprensa?,positivo,Brazil political events
2167,1595028267509374978,IVERMECTINA SALVA! PR BOLSONARO SEMPRE ESTEVE COM A RAZÃO👊🇧🇷🎯 https://t.co/Lx8HoBu10v,positivo,COVID-19
2168,1595028243945771009,@senadorhumberto Você sabia que o Brasil foi o primeiro a falar da ivermectina  e a esquerda se negou a usar??? Quem são os genocidas??? Esquerda podre!,negativo,Brazil political figures
2169,1595028110109458434,@vanessnnavarro Muitos amigos meus que estavam testando positivo para covid no começo da pandemia eu e meu esposo levávamos a ivermectina e no outro dia já estavam quase totalmente curados  parecia uma mágica a gente não podia ver ninguém doente que a gente já levava 😂😂,positivo,COVID-19
2170,1595027841586020355,@printsminions Pergunta sincera: Ivermectina não é de uso veterinário? Porque esse cara vendia na farmácia?,positivo,COVID-19
2171,1595027332477108225,Japão declara ao mundo que a Ivermectina é mais eficaz que a vacina  remédio este  defendido como tratamento precoce pelo Presidente Bolsonaro  imagina quantas vidas seriam salvas senão fosse a esquerda e a imprensa dizendo ser ineficaz? Quem matou mais? A esquerda ou a imprensa?,positivo,Brazil political events
2172,1595026902716239872,Primeiro vacinaram  agora tratarão com ivermectina. https://t.co/Ad7zNaV32D,positivo,Pfizer
2173,1595026564160397312,@revistaoeste Melhor remédio preventivo para covid e qualquer variante a ivermectina! Preventivo !,positivo,COVID-19
2174,1595026164959313921,@revistaoeste Não me vacinei e quando tive COVID tomei Ivermectina. Tive dor de garganta por 3 dias  único sintoma. Não esqueço do meu tio preocupado pedindo pra eu me vacinar  disse isso no seu último abraço... ele tomou 4 doses... Um mês depois morreu de COVID! 😥,positivo,COVID-19
2175,1595026099297480706,@CarlosBolsonaro @ViLiMiGu_Tex 🤮 Ecaaaa! Acho melhor tratar com Ivermectina 😉,positivo,Brazil political figures
2176,1595025924528939008,@revistaoeste Kkkkk cloroquina disfarçada   ivermectina? #BolsonaroTemRazao  kkkk,positivo,Brazil political events
2177,1595025490360037376,@CarlosBolsonaro @ViLiMiGu_Tex Ivermectina resolve  até  para a Covid a FDA  deixou de questionar isso. https://t.co/T76UQlUXxh,negativo,Brazil political figures
2178,1595025064218578947,@ivonethe Imagem mais mal feita tô pra ver... GOLPISTAS são todos tapados assim  ou foi a cloroquina c ivermectina que causou esse surto coletivo?!,negativo,COVID-19
2179,1595024763554238467,@DaAcervo Más.....não eram cloroquina e ivermectina o problema???,positivo,COVID-19
2180,1595023667976892417,@nathwol Kkkk kkkk são efeitos psicóticos do uso de cloroquina com ivermectina kkkkkkk,positivo,COVID-19
2181,1595023486979801088,@silviogrimaldo Deve ser ivermectina com outro nome kkkk,positivo,COVID-19
2182,1595023433104240642,BOM DIA PESSOAL   MEU FILHO.ESTA COM COVID NOVAMENTE   ACREDITO Q SEJA A CEPA NOVA  ALGUÉM PODE ME AJUDAR  ME DIZENDO SE SIGO O MESMO TRATAMENTO COM INVERMECTINA   HC E AZITROMICINA? OU TEM OUTROS REMÉDIOS? ALGUM MÉDICO OU ALGUÉM POR FAVOR 🙏🙏🙏  OBRIGADA 🙏,positivo,COVID-19
2183,1595023351743148032,@revistaoeste Só falta ser o princípio ativo da ivermectina.,positivo,COVID-19
2184,1595022303229779969,@SrgioPe69725071 Vacina tem como objetivo redução da população  na África onde se faz uso da ivermectina  desde sempre. Quase não teve morte. Mais na maioria o lucro da vacina e mortes era melhor. Bolsonaro sempre teve razão. 🇧🇷💯,positivo,COVID-19
2185,1595021913302204418,@revistaoeste Ivermectina com nome paradoxo.,negativo,COVID-19
2186,1595021796918849537,@luizatomeofic E agora? Eu sempre tomei Ivermectina e nunca peguei COVID. No único mês que falhei  por viagem  voltei infectado.,negativo,COVID-19
2187,1595021504521158657,@moo2n @ojairo11 @Marcelo03483902 @LulaOficial Se tivessem ouvido muitas vidas poderiam ter sido salva!  Ivermectina reduz o risco de morte por COVID em 92%  https://t.co/TTHXFc2wXS,positivo,Brazil political events
2188,1595021382441730050,@laisov ivermectina a rodo no meu trabalho e eu nem to zoando k’,negativo,COVID-19
2189,1595020754378461184,O twitter não permite que eu carregue um vídeo falando de um estudo do SUS  junto com especialistas estrangeiros  sobre a eficácia da IVERMECTINA. Publiquem   caramba. Coloquem as coisas como devem ser.,negativo,Twitter
2190,1595020673088630785,@JovemPanNews Se os assassinos não tivessem negado a IVERMECTINA....eu tomei e NÃO morri kct,positivo,COVID-19
2191,1595020613076271105,@brasil247 Usei ivermectina e não tomei nenhum desses experimentos tecnológicos... O meu sangue é puro! DNA e não RMNA.,neutral,COVID-19
2192,1595020607082463232,@fbadaui É muita cloroquina e ivermectina que esse povo tomou  agora estão tudo sem noção  já viraram chacota mundial  aff,negativo,COVID-19
2193,1595020429219213313,No desinformes aquí los únicos culpables de las muertes por el COVID son los que fungen de periodista en la cloaca  lavandería de #Willax al decir que las vacunas eran pichi o recomendar sin ser médicos que tomes el veneno de la ivermectina o lo peor que no te vacunes https://t.co/lPqhTFBH1z,negativo,COVID-19
2194,1595020310268760064,Gente… ainda rola essa de ivermectina ? Vão extinguir os piolhos da terra …💩 https://t.co/zEp1Qij61C,neutral,COVID-19
2195,1595020271320268801,@epimeme E o presida foi ridicularizado censurado e ameaçado de punição por defender a ivermectina e agora?,negativo,COVID-19
2196,1595020244934078466,@senadorhumberto Ivermectina: estudo feito no SUS demonstra eficácia de 48% na redução da mortalidade da Covid-19  Maior estudo científico do mundo com o medicamento envolveu 220 mil pacientes e só foi possível devido à excelência do SUS – Sistema Único de Saúde.  https://t.co/unjLMkOhoh,positivo,Brazil political figures
2197,1595019869678088193,"@MPizzolotti @luizatomeofic Together Trial já encontrou evidências para o uso de Fluvoxamina precocemente na redução de efeitos adversos  em outro braço do estudo  mas a Ivermectina não demonstrou qualquer benefício."" Leia pelo menos .",negativo,COVID-19
2198,1595019795019489280,@silviogrimaldo Vai ver a bagatela que é esse remedinho. A Anvisa já tinha aprovado no ano passado o Remdesevir  que custava entre 10000 e 20000 reais  que não tem praticamente eficácia nenhuma. Enquanto isso  a Ivermectina não é indicado apesar de centenas de evidências publicadas. Vergonha!,negativo,COVID-19
2199,1595019624466509826,@JackyMc10 @FiscaliaPeru Ojala tbien metan preso a los de Willag por decir q la vacuna era agua y q se curaba con ivermectina xd,positivo,COVID-19
2200,1595019516634963969,@MPizzolotti @luizatomeofic nosso estudo parece ser o mais bem conduzido até o momento  em relação ao uso da Ivermectina como tratamento precoce para Covid-19  sendo multicêntrico  randomizado  triplo-cego e controlado. Infelizmente  demonstrou que não há benefício no uso deste medicamento para a doença.,negativo,COVID-19
2201,1595019515720617985,@luizatomeofic Aqui na minha casa TODOS tomamos ivermectina mensalmente no auge da pandemia e pela graça de Deus NINGUÉM pegou e olha que meu marido é profissional da saúde,positivo,COVID-19
2202,1595019490118492161,@revistaoeste Já compro faz tempo  ivermectina.,neutral,COVID-19
2203,1595019325982871553,@revistaoeste Mas já compro em farmácia há tempos  desde o começo encontro a Ivermectina!!,neutral,COVID-19
2204,1595019277870010374,JAPÃO DECLARA AO MUNDO QUE A IVERMECTINA É MAIS EFICAZ QUE A VACINA. 👀 https://t.co/fq7gxl9iZq,positivo,COVID-19
2205,1595019144134643712,@revistaoeste Mudaram o nome do Ivermectina.🙄,neutral,COVID-19
2206,1595018909576560641,@revistaoeste Ivermectina também pode?,neutral,COVID-19
2207,1595018894393200641,"Paxlovid o novo remédio ""PREVENTIVO"" da Pfizer contra a Covid  acaba de ser aprovado pela Anvisa. Detalhe: Ainda não há comprovação da eficiência da droga  mas sabe-se que ela age na MESMÍSSIMA região viral onde atua a ""perigosíssima"" Ivermectina.  A esquerda é burra  diz leitor.",negativo,Pfizer
2208,1595018746904592385,@PriscilaRezend9 Cloroquina e ivermectina comeu o cérebro de vcs,neutral,COVID-19
2209,1595018570337079300,Assuntos do momento: Covarde Manifestantes Ivermectina Policia Black Friday Boludo Folha Madonna https://t.co/UAi537LzOW,negativo,Events
2210,1595018559775805443,Assuntos do momento: Covarde Manifestantes Ivermectina Policia Black Friday Boludo Folha Madonna https://t.co/ZEjXndsVum,negativo,Events
2211,1595018337943228417,Assuntos do momento: Covarde Manifestantes Ivermectina Policia Black Friday Boludo Folha Madonna https://t.co/JFFCzpqIX5,negativo,Events
2212,1595018280976146434,Contraí COVID-19 em março de 2021. Um dos remédios que tomei  e que me ajudou muito a recuperar-me da doença  foi a Ivermectina. Por isso  NÃO ACREDITE NA GLOBO. https://t.co/l85LQ1yVtP,neutral,COVID-19
2213,1595018245379325953,Não acreditam em vacinas  tentam mandar pedido de socorro para os ETs  acreditam que a terra é plana  acho que a cloroquina e ivermectina comeu o cérebro de vcs https://t.co/86Sh009DYW,negativo,Brazil political events
2214,1595018189066612736,@mpatriabrasil Não acreditam em vacinas  tentam mandar pedido de socorro para os ETs  acreditam que a terra é plana  acho que a cloroquina e ivermectina comeu o cérebro de vcs,negativo,COVID-19
2215,1595018173404925952,@JovemPanNews Ivermectina e ognoraram. Lobe da farmacêutica,negativo,COVID-19
2216,1595018070623678469,@JovemPanNews IVERMECTINA???😂😂😂😂😂😂😂😂,positivo,COVID-19
2217,1595017867514224645,FDA SOTTO ACCUSA si difende in TRIBUNALE dicendo che non ha mai vietato l'uso dell'ivermectina! La paura delle condanne (cure negate) fa ritrattare l'ente governativo USA con l'implicita ammissione che la cura al covid-19 c'era e c'é! https://t.co/1sO4BuOtFg,negativo,COVID-19
2218,1595017711138279424,@JovemPanNews Continuem tomando ivermectina  vitamina  D   azitromicina HCQ. Parem de tomar vacina experimental e fatal,negativo,COVID-19
2219,1595017617428840449,@JovemPanNews Ivermectina com outro nome,neutral,COVID-19
2220,1595017505231314944,@JovemPanNews Ivermectina tem na composição desse medicamento da pfizer,neutral,Pfizer
2221,1595017407005065216,@revistaoeste Cloroquina  azitromocina ivermectina também estão liberados ? Não respeitaram a liberdade paciente e médico.,positivo,COVID-19
2222,1595017269205434369,@MarceloBelinati Q preocupação boba  deixe o pessoal usar ivermectina  pelo menos não dera piolho nem vermes  não entendo pq não posta coisas úteis para nós de Londrina.,negativo,COVID-19
2223,1595017230554652674,@printsminions A fábrica de maluco agora tá produzindo ivermectina com grafeno.  Essa gente transformou sopa de letrinha em bíblia,negativo,COVID-19
2224,1595017182097850379,@printsminions São viciados em ivermectina,neutral,COVID-19
2225,1595017051126513679,@revistaoeste Podem ir lá nas farmácias pagarem 100x mais por uma Ivermectina disfarçada. Mas para quem tomou 5 doses de vacina que não imuniza ninguém  isso sairá na urina,negativo,COVID-19
2226,1595016867244040192,Só posso lamentar  minha mãe  minha tia aos mortos que poderiam ter tomado ivermectina preventivamente 😭💔 https://t.co/hPRuHiBIUR,negativo,COVID-19
2227,1595016812613500928,@printsminions Querem Ivermectina pra que? Tão com surto de piolho?,positivo,COVID-19
2228,1595016685051854850,JAPÃO DECLARA AO MUNDO QUE A IVERMECTINA É MAIS EFICAZ QUE A VACINA. #IVERMECTINA    https://t.co/k1lsJZdO6Y,positivo,COVID-19
2229,1595016627388649472,@printsminions Mano eu já trabalhei em farmácia e acredite  se isso “reverberar” mais entre eles  os atendentes vão passar perrengue  uma vez faltou materia prima pra ivermectina  e os minion ja chegava perguntando se a gente tava escondendo etc… tipo eles acham que a culpa é da farmácia kkkk,negativo,COVID-19
2230,1595016409699983363,Hahahahahahahaha Ivermectina contaminada com grafeno! https://t.co/s4zvJBdrlg,neutral,COVID-19
2231,1595016205747773442,@cajr1569 Manda tomar cloroquina e ivermectina que cura tudo.,neutral,COVID-19
2232,1595016152161427456,@printsminions Será que na ivermectina tbm tem alucinógenos?,neutral,COVID-19
2233,1595016136537825280,Estudo comprova 48% de redução na mortalidade com o uso de Ivermectina. Quem estava errado mesmo!? https://t.co/K3cqmrNE7N,negativo,COVID-19
2234,1595016086751174657,@printsminions Ivermectina contaminada com grafeno!   Eu nunca paro me surpreender com as teorias dessa galera!,positivo,COVID-19
2235,1595015561557204993,@revistaoeste Já tem desde o início da pandemia  se chama Ivermectina.  Será que agora tá liberado pra falar isso aqui??? Hein @elonmusk ???,neutral,Business personalities
2236,1595015560168935424,To começando a suspeitar que isso aí é excesso de cloroquina e ivermectina https://t.co/e5jqLwsiTo,negativo,COVID-19
2237,1595015446964883458,@CeloHamsi @NecaPacheco @GFiuza_Oficial E tomem bastante ivermectina! Kkkkkkk,neutral,COVID-19
2238,1595015088687153152,@prates_aguilar Ivermectina,neutral,COVID-19
2239,1595014960182165505,@luizatomeofic Tem lógica nossa defesa se forma no intestino a ivermectina mata vermes assim nosso sistema imunológico não se atém a combate-los sobra defesa .,positivo,COVID-19
2240,1595014885586657280,@melanciaboy1 @folha @nilmoretto Era só ter usado a ivermectina...vacina é furada  não serve pra nada  além de produzir danos irreparáveis no organismo,negativo,COVID-19
2241,1595014794532499457,@MagnusTavola Coquetel de cloroquina  ivermectina e outras coisitas mais...🙊,neutral,COVID-19
2242,1595014647417131008,@revistaoeste E os estudos que o Japão fez sobre a Ivermectina os Jornais ficam em silêncio  Médicos de vários Países falando sobre os estudos e a Mídia lixo nada ! Genocida foi quem escondeu essa opção de medicamento 🤫🤫🤫🤫,negativo,COVID-19
2243,1595014486930620417,@JovemPanNews Vejam que autópsias em pós vacinados indica que os efeitos colaterais da vacina estão matando as pessoas  e não protegem contra a covid e suas variantes. É um engodo. O que funciona  é o tratamento com ivermectina e as vitaminas,negativo,COVID-19
2244,1595014458744705026,@printsminions Tem que falar que a cloroquina e ivermectina só funcionam c doses cavalares. Coisa de 5 comprimidos por dia.,neutral,COVID-19
2245,1595014451543015426,@RafaCapodalo @Robertajair22 Lí recentemente um artigo inglês que afirma que a Ivermectina pode evitar a fixação da proteína spike nos tecidos...Esse santo remédio previne cura e elimina as sequelas..,positivo,COVID-19
2246,1595014439274782720,@revistaoeste Não funciona. Mas enquanto ainda pudermos comprar ivermectina ou hidroxicloroquina sigo em paz.,positivo,COVID-19
2247,1595014416264839177,@mundoaosmeuspes E vão no achismo… Não é por nada que tivemos cloroquina e ivermectina receitadas para síndrome viral.,neutral,COVID-19
2248,1595014384694304773,O peste do olho de lagarto me suspendeu por dois dias porque falei sobre as últimas notícias envolvendo a ivermectina. Isso só deixa claro pra mim que vem outra fraude científica por aí. Anote.,negativo,COVID-19
2249,1595014375764525058,@printsminions Pra piolho o ivermectina funciona super,positivo,COVID-19
2250,1595014271120834560,@Giohvanaa @printsminions É nada. Tem que deixar eles tomarem muita cloroquina. Inclusive indicar em doses cavalares. Falar que só funciona de 5 comprimidos pra cima por dia e c muita ivermectina.,neutral,COVID-19
2251,1595014201503879171,@printsminions Ivermectina é bom sim! Eu usei aqui em casa! Aliado com um pente fino e paciência consegui acabar com os piolhos das crianças!,positivo,COVID-19
2252,1595014040174067712,Gente ainda passando ivermectina pra covid...,neutral,COVID-19
